Date,CPV:CM02:3001:JT:POS_RBV,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,CHTR:CM02:1155:HV:POWER
2019-03-27-11:06:52,23.9141,97.2816,75.0364,5.92058
2019-03-27-11:06:53,23.9141,97.2816,74.8368,5.92058
2019-03-27-11:06:54,23.9141,97.2816,74.8368,5.92058
2019-03-27-11:06:55,23.9141,97.2816,75.0065,5.92058
2019-03-27-11:06:56,23.9141,97.2816,75.0065,5.92058
2019-03-27-11:06:57,23.9141,97.545,74.7724,5.92058
2019-03-27-11:06:58,23.9141,97.3579,75.1049,5.92058
2019-03-27-11:06:59,23.9141,97.2554,74.7829,5.92058
2019-03-27-11:07:00,23.9141,97.3879,75.0947,5.92058
2019-03-27-11:07:01,23.9141,97.3879,74.7882,5.92058
2019-03-27-11:07:02,23.9141,97.2658,74.7882,5.92058
2019-03-27-11:07:03,23.9141,97.4126,75.1921,5.92058
2019-03-27-11:07:04,23.9141,97.291,74.9765,5.92058
2019-03-27-11:07:05,23.9141,97.4937,75.1966,5.92058
2019-03-27-11:07:06,23.9141,97.2444,74.7561,5.92058
2019-03-27-11:07:07,23.9141,97.4367,75.1619,5.92058
2019-03-27-11:07:08,23.9141,97.5526,74.7738,5.92058
2019-03-27-11:07:09,23.9141,97.2635,75.0221,5.92058
2019-03-27-11:07:10,23.9141,97.4787,75.1657,5.92058
2019-03-27-11:07:11,23.9141,97.3224,74.8744,5.92058
2019-03-27-11:07:12,23.9141,97.5096,75.1866,5.92058
2019-03-27-11:07:13,23.9141,97.276,74.8645,5.92058
2019-03-27-11:07:14,23.9141,97.276,74.8645,5.92058
2019-03-27-11:07:15,23.9141,97.4987,75.1644,5.92058
2019-03-27-11:07:16,23.9141,97.4987,74.9358,5.92058
2019-03-27-11:07:17,23.9141,97.4987,74.9358,5.92058
2019-03-27-11:07:18,23.9141,97.2709,75.0637,5.92058
2019-03-27-11:07:19,23.9141,97.2709,74.8219,5.92058
2019-03-27-11:07:20,23.9141,97.5605,74.9409,5.92058
2019-03-27-11:07:21,23.9141,97.2828,74.8226,5.92058
2019-03-27-11:07:22,23.9141,97.5179,75.1177,5.92058
2019-03-27-11:07:23,23.9141,97.6387,75.1177,5.92058
2019-03-27-11:07:24,23.9141,97.263,74.743,5.92058
2019-03-27-11:07:25,23.9141,97.263,75.0573,5.92058
2019-03-27-11:07:26,23.9141,97.263,74.9171,5.92058
2019-03-27-11:07:27,23.9141,97.4609,75.086,5.92058
2019-03-27-11:07:28,23.9141,97.3022,74.8114,5.92058
2019-03-27-11:07:29,23.9141,97.3022,75.0289,5.92058
2019-03-27-11:07:30,23.9141,97.3022,74.8223,5.92058
2019-03-27-11:07:31,23.9141,97.3022,74.8223,5.92058
2019-03-27-11:07:32,23.9141,97.3022,75.0079,5.92058
2019-03-27-11:07:33,23.9141,97.3022,74.8433,5.92058
2019-03-27-11:07:34,23.9141,97.414,74.8433,5.92058
2019-03-27-11:07:35,23.9141,97.276,74.8433,5.92058
2019-03-27-11:07:36,23.9141,97.276,75.014,5.92058
2019-03-27-11:07:37,23.9141,97.276,74.7653,5.92058
2019-03-27-11:07:38,23.9141,97.6581,74.9336,5.92058
2019-03-27-11:07:39,23.9141,97.3112,74.7517,5.92058
2019-03-27-11:07:40,23.9141,97.4354,74.9632,5.92058
2019-03-27-11:07:41,23.9141,97.2852,74.861,5.92058
2019-03-27-11:07:42,23.9141,97.2852,74.9802,5.92058
2019-03-27-11:07:43,23.9141,97.2852,74.7541,5.92058
2019-03-27-11:07:44,23.9141,97.2852,74.7541,5.92058
2019-03-27-11:07:45,23.9141,97.2852,74.8667,5.92058
2019-03-27-11:07:46,23.9141,97.2852,74.8667,5.92058
2019-03-27-11:07:47,23.9141,97.5544,74.8667,5.92058
2019-03-27-11:07:48,23.9141,97.286,74.7185,5.92058
2019-03-27-11:07:49,23.9141,97.286,74.853,5.92058
2019-03-27-11:07:50,23.9141,97.4263,74.9708,5.92058
2019-03-27-11:07:51,23.9141,97.4263,74.9708,5.92058
2019-03-27-11:07:52,23.9141,97.4263,74.7882,5.92058
2019-03-27-11:07:53,23.9141,97.5419,75.0161,5.92058
2019-03-27-11:07:54,23.9141,97.2869,74.9021,5.92058
2019-03-27-11:07:55,23.9141,97.2869,74.9021,5.92058
2019-03-27-11:07:56,23.9141,97.2869,74.772,5.92058
2019-03-27-11:07:57,23.9141,97.2869,75.1201,5.92058
2019-03-27-11:07:58,23.9141,97.2869,74.977,5.92058
2019-03-27-11:07:59,23.9141,97.2869,74.977,5.92058
2019-03-27-11:08:00,23.9141,97.2869,74.7984,5.92058
2019-03-27-11:08:01,23.9141,97.2869,74.7984,5.92058
2019-03-27-11:08:02,23.9141,97.4989,75.0989,5.92058
2019-03-27-11:08:03,23.9141,97.2556,74.887,5.92058
2019-03-27-11:08:04,23.9141,97.2556,75.153,5.92058
2019-03-27-11:08:05,23.9141,97.2556,74.7965,5.92058
2019-03-27-11:08:06,23.9141,97.3781,74.9814,5.92058
2019-03-27-11:08:07,23.9141,97.3781,74.9814,5.92058
2019-03-27-11:08:08,23.9141,97.264,74.9814,5.92058
2019-03-27-11:08:09,23.9141,97.417,74.9814,5.92058
2019-03-27-11:08:10,23.9141,97.2678,74.8263,5.92058
2019-03-27-11:08:11,23.9141,97.3935,75.3987,5.92058
2019-03-27-11:08:12,23.9141,97.3935,74.7295,5.92058
2019-03-27-11:08:13,23.9141,97.3935,74.9941,5.92058
2019-03-27-11:08:14,23.9141,97.3935,74.9941,5.92058
2019-03-27-11:08:15,23.9141,97.3935,74.8124,5.92058
2019-03-27-11:08:16,23.9141,97.3935,74.8124,5.92058
2019-03-27-11:08:17,23.9141,97.2695,75.0373,5.92058
2019-03-27-11:08:18,23.9141,97.5405,74.8168,5.92058
2019-03-27-11:08:19,23.9141,97.5405,74.9843,5.92058
2019-03-27-11:08:20,23.9141,97.2864,74.9843,5.92058
2019-03-27-11:08:21,23.9141,97.4577,74.9843,5.92058
2019-03-27-11:08:22,23.9141,97.2878,74.9843,5.92058
2019-03-27-11:08:23,23.9141,97.0458,74.8534,5.92058
2019-03-27-11:08:24,23.9141,97.2774,75.014,5.92058
2019-03-27-11:08:25,23.9141,97.2774,74.7109,5.92058
2019-03-27-11:08:26,23.9141,97.5219,75.0996,5.92058
2019-03-27-11:08:27,23.9141,97.2975,74.7742,5.92058
2019-03-27-11:08:28,23.9141,97.2975,74.9779,5.92058
2019-03-27-11:08:29,23.9141,97.2975,74.9779,5.92058
2019-03-27-11:08:30,23.9141,97.2975,74.9779,5.92058
2019-03-27-11:08:31,23.9141,97.4901,74.9779,5.92058
2019-03-27-11:08:32,23.9141,97.4901,74.8713,5.92058
2019-03-27-11:08:33,23.9141,97.2836,75.0387,5.92058
2019-03-27-11:08:34,23.9141,97.5019,74.8316,5.92058
2019-03-27-11:08:35,23.9141,97.3454,75.0059,5.92058
2019-03-27-11:08:36,23.9141,97.3454,74.8054,5.92058
2019-03-27-11:08:37,23.9141,97.3454,75.0121,5.92058
2019-03-27-11:08:38,23.9141,97.3454,74.7456,5.92058
2019-03-27-11:08:39,23.9141,97.586,75.0481,5.92058
2019-03-27-11:08:40,23.9141,97.2711,74.8722,5.92058
2019-03-27-11:08:41,23.9141,97.2711,74.8722,5.92058
2019-03-27-11:08:42,23.9141,97.2711,74.8722,5.92058
2019-03-27-11:08:43,23.9141,97.2711,74.7397,5.92058
2019-03-27-11:08:44,23.9141,97.3713,75.0298,5.92058
2019-03-27-11:08:45,23.9141,97.3713,74.71,5.92058
2019-03-27-11:08:46,23.9141,97.3713,74.9541,5.92058
2019-03-27-11:08:47,23.9141,97.0648,74.8449,5.92058
2019-03-27-11:08:48,23.9141,97.2976,74.8449,5.92058
2019-03-27-11:08:49,23.9141,97.2976,74.8449,5.92058
2019-03-27-11:08:50,23.9141,97.2976,74.9634,5.92058
2019-03-27-11:08:51,23.9141,97.5421,74.9634,5.92058
2019-03-27-11:08:52,23.9141,97.3208,74.9634,5.92058
2019-03-27-11:08:53,23.9141,97.3208,74.9634,5.92058
2019-03-27-11:08:54,23.9141,97.3208,74.7999,5.92058
2019-03-27-11:08:55,23.9141,97.3208,74.7999,5.92058
2019-03-27-11:08:56,23.9141,97.3208,74.7999,5.92058
2019-03-27-11:08:57,23.9141,97.3208,74.7999,5.92058
2019-03-27-11:08:58,23.9141,97.1554,74.7999,5.92058
2019-03-27-11:08:59,23.9141,97.6142,74.9011,5.92058
2019-03-27-11:09:00,23.9141,97.1715,74.7571,5.92058
2019-03-27-11:09:01,23.9141,97.3516,74.9645,5.92058
2019-03-27-11:09:02,23.9141,97.3516,74.7729,5.92058
2019-03-27-11:09:03,23.9141,97.3516,74.9946,5.92058
2019-03-27-11:09:04,23.9141,97.3516,74.9946,5.92058
2019-03-27-11:09:05,23.9141,97.1804,74.7163,5.92058
2019-03-27-11:09:06,23.9141,97.3813,74.8881,5.92058
2019-03-27-11:09:07,23.9141,97.2384,74.7692,5.92058
2019-03-27-11:09:08,23.9141,97.4176,74.9954,5.92058
2019-03-27-11:09:09,23.9141,97.1019,74.7349,5.92058
2019-03-27-11:09:10,23.9141,97.264,75.0244,5.92058
2019-03-27-11:09:11,23.9141,97.0979,74.9163,5.92058
2019-03-27-11:09:12,23.9141,97.2685,74.9163,5.92058
2019-03-27-11:09:13,23.9141,97.3824,75.053,5.92058
2019-03-27-11:09:14,23.9141,97.2732,75.053,5.92058
2019-03-27-11:09:15,23.9141,97.3973,75.053,5.92058
2019-03-27-11:09:16,23.9141,97.2569,74.828,5.92058
2019-03-27-11:09:17,23.9141,97.2569,74.828,5.92058
2019-03-27-11:09:18,23.9141,97.2569,74.828,5.92058
2019-03-27-11:09:19,23.9141,97.2569,75.0126,5.92058
2019-03-27-11:09:20,23.9141,97.3954,75.0126,5.92058
2019-03-27-11:09:21,23.9141,97.2915,75.0126,5.92058
2019-03-27-11:09:22,23.9141,97.2915,74.7377,5.92058
2019-03-27-11:09:23,23.9141,97.511,75.1243,5.92058
2019-03-27-11:09:24,23.9141,97.2558,74.7366,5.92058
2019-03-27-11:09:25,23.9141,97.5079,75.1361,5.92058
2019-03-27-11:09:26,23.9141,97.2858,74.7599,5.92058
2019-03-27-11:09:27,23.9141,97.2858,74.9297,5.92058
2019-03-27-11:09:28,23.9141,97.2858,74.9297,5.92058
2019-03-27-11:09:29,23.9141,97.1478,74.7168,5.92058
2019-03-27-11:09:30,23.9141,97.5543,75.1757,5.92058
2019-03-27-11:09:31,23.9141,97.02,74.7509,5.92058
2019-03-27-11:09:32,23.9141,97.5,75.0811,5.92058
2019-03-27-11:09:33,23.9141,97.1165,74.7713,5.92058
2019-03-27-11:09:34,23.9141,97.3403,74.7713,5.92058
2019-03-27-11:09:35,23.9141,97.3403,74.7713,5.92058
2019-03-27-11:09:36,23.9141,97.3403,75.0126,5.92058
2019-03-27-11:09:37,23.9141,97.4512,74.7896,5.92058
2019-03-27-11:09:38,23.9141,97.2806,75.0395,5.92058
2019-03-27-11:09:39,23.9141,97.2806,74.9305,5.92058
2019-03-27-11:09:40,23.9141,97.0918,74.805,5.92058
2019-03-27-11:09:41,23.9141,97.3096,74.805,5.92058
2019-03-27-11:09:42,23.9141,97.3096,74.805,5.92058
2019-03-27-11:09:43,23.9141,97.4819,74.805,5.92058
2019-03-27-11:09:44,23.9141,97.2744,74.805,5.92058
2019-03-27-11:09:45,23.9141,97.2744,74.9483,5.92058
2019-03-27-11:09:46,23.9141,97.2744,74.7296,5.92058
2019-03-27-11:09:47,23.9141,97.4264,74.7296,5.92058
2019-03-27-11:09:48,23.9141,97.3211,74.7296,5.92058
2019-03-27-11:09:49,23.9141,97.3211,74.8686,5.92058
2019-03-27-11:09:50,23.9141,97.3211,74.8686,5.92058
2019-03-27-11:09:51,23.9141,97.3211,74.7159,5.92058
2019-03-27-11:09:52,23.9141,97.3211,74.919,5.92058
2019-03-27-11:09:53,23.9141,97.3211,74.7156,5.92058
2019-03-27-11:09:54,23.9141,97.3211,74.8308,5.92058
2019-03-27-11:09:55,23.9141,97.1892,74.8308,5.92058
2019-03-27-11:09:56,23.9141,97.1892,74.8308,5.92058
2019-03-27-11:09:57,23.9141,97.1892,74.8308,5.92058
2019-03-27-11:09:58,23.9141,97.3401,74.8308,5.92058
2019-03-27-11:09:59,23.9141,97.3401,74.8308,5.92058
2019-03-27-11:10:00,23.9141,97.3401,75.0159,5.92058
2019-03-27-11:10:01,23.9141,97.3401,74.8248,5.92058
2019-03-27-11:10:02,23.9141,97.3401,74.7066,5.92058
2019-03-27-11:10:03,23.9141,97.3401,74.8614,5.92058
2019-03-27-11:10:04,23.9141,97.1709,74.8614,5.92058
2019-03-27-11:10:05,23.9141,97.3946,75.083,5.92058
2019-03-27-11:10:06,23.9141,97.1437,74.7167,5.92058
2019-03-27-11:10:07,23.9141,97.3575,75.0841,5.92058
2019-03-27-11:10:08,23.9141,96.9729,74.7288,5.92058
2019-03-27-11:10:09,23.9141,97.2789,74.9574,5.92058
2019-03-27-11:10:10,23.9141,97.2789,74.9574,5.92058
2019-03-27-11:10:11,23.9141,97.2789,74.8399,5.92058
2019-03-27-11:10:12,23.9141,97.4041,74.8399,5.92058
2019-03-27-11:10:13,23.9141,97.1013,74.7206,5.92058
2019-03-27-11:10:14,23.9141,97.2996,74.9143,5.92058
2019-03-27-11:10:15,23.9141,97.2996,74.9143,5.92058
2019-03-27-11:10:16,23.9141,97.2996,74.9143,5.92058
2019-03-27-11:10:17,23.9141,96.8802,75.0733,5.92058
2019-03-27-11:10:18,23.9141,97.2702,75.0733,5.92058
2019-03-27-11:10:19,23.9141,97.2702,75.0733,5.92058
2019-03-27-11:10:20,23.9141,97.2702,74.9601,5.92058
2019-03-27-11:10:21,23.9141,97.2702,74.8489,5.92058
2019-03-27-11:10:22,24.0508,97.2702,75.0783,5.92058
2019-03-27-11:10:23,23.9141,97.2702,74.7313,5.92058
2019-03-27-11:10:24,23.9141,97.4376,75.0695,5.92058
2019-03-27-11:10:25,23.9141,97.4376,74.757,5.92058
2019-03-27-11:10:26,23.9141,97.0135,74.757,5.92058
2019-03-27-11:10:27,23.9141,97.4116,75.0983,5.92058
2019-03-27-11:10:28,23.9141,97.1556,74.8637,5.92058
2019-03-27-11:10:29,23.9141,97.563,74.8637,5.92058
2019-03-27-11:10:30,23.9141,97.2484,74.7327,5.92058
2019-03-27-11:10:31,23.9141,97.2484,74.8678,5.92058
2019-03-27-11:10:32,23.9141,97.2484,74.8678,5.92058
2019-03-27-11:10:33,23.9141,97.2484,74.8678,5.92058
2019-03-27-11:10:34,23.9141,97.4732,74.8678,5.92058
2019-03-27-11:10:35,23.9141,97.0775,74.8678,5.92058
2019-03-27-11:10:36,23.9141,97.8757,74.8678,5.92058
2019-03-27-11:10:37,23.9141,96.9231,74.8678,5.92058
2019-03-27-11:10:38,23.9141,97.2894,74.8678,5.92058
2019-03-27-11:10:39,23.9141,97.1094,74.7536,5.92058
2019-03-27-11:10:40,23.9141,97.2739,74.9707,5.92058
2019-03-27-11:10:41,23.9141,97.1015,74.7416,5.92058
2019-03-27-11:10:42,23.9141,97.6092,74.9644,5.92058
2019-03-27-11:10:43,23.9141,96.8761,74.698,5.92058
2019-03-27-11:10:44,23.9141,97.2621,74.8443,5.92058
2019-03-27-11:10:45,23.9141,97.2621,74.7147,5.92058
2019-03-27-11:10:46,23.9141,97.2621,74.7147,5.92058
2019-03-27-11:10:47,23.9141,97.2621,74.8685,5.92058
2019-03-27-11:10:48,23.9141,97.2621,74.8685,5.92058
2019-03-27-11:10:49,23.9141,97.2621,74.8685,5.92058
2019-03-27-11:10:50,23.9141,97.2621,74.7203,5.92058
2019-03-27-11:10:51,23.9141,97.5199,74.9567,5.92058
2019-03-27-11:10:52,23.9141,96.9026,74.789,5.92058
2019-03-27-11:10:53,23.9141,97.2736,74.9744,5.92058
2019-03-27-11:10:54,23.9141,97.1283,74.8371,5.92058
2019-03-27-11:10:55,23.9141,97.289,74.9378,5.92058
2019-03-27-11:10:56,23.9141,97.289,74.7074,5.92058
2019-03-27-11:10:57,23.9141,97.289,74.8358,5.92058
2019-03-27-11:10:58,23.9141,97.289,74.8358,5.92058
2019-03-27-11:10:59,23.9141,97.289,74.8358,5.92058
2019-03-27-11:11:00,23.9141,97.289,74.8358,5.92058
2019-03-27-11:11:01,23.9141,97.289,74.6989,5.92058
2019-03-27-11:11:02,23.9141,97.289,74.8949,5.92058
2019-03-27-11:11:03,23.9141,96.9559,74.7333,5.92058
2019-03-27-11:11:04,23.9141,97.3817,74.8779,5.92058
2019-03-27-11:11:05,23.9141,97.021,74.8779,5.92058
2019-03-27-11:11:06,23.9141,97.2849,74.8779,5.92058
2019-03-27-11:11:07,23.9141,97.2849,74.7169,5.92058
2019-03-27-11:11:08,23.9141,97.2849,74.934,5.92058
2019-03-27-11:11:09,23.9141,97.2849,74.8191,5.92058
2019-03-27-11:11:10,23.9141,96.9238,74.7028,5.92058
2019-03-27-11:11:11,23.9141,97.3894,74.9368,5.92058
2019-03-27-11:11:12,24.0508,96.8806,74.7081,5.92058
2019-03-27-11:11:13,23.9141,97.2856,74.7081,5.92058
2019-03-27-11:11:14,23.9141,97.1431,74.7081,5.92058
2019-03-27-11:11:15,23.9141,97.3133,74.7081,5.92058
2019-03-27-11:11:16,23.9141,97.3133,74.8442,5.92058
2019-03-27-11:11:17,23.9141,97.3133,74.8442,5.92058
2019-03-27-11:11:18,23.9141,96.9326,74.7059,5.92058
2019-03-27-11:11:19,23.9141,97.2558,74.7059,5.92058
2019-03-27-11:11:20,23.9141,97.2558,74.7059,5.92058
2019-03-27-11:11:21,23.9141,97.2558,74.9103,5.92058
2019-03-27-11:11:22,23.9141,97.2558,74.7435,5.92058
2019-03-27-11:11:23,23.9141,96.9125,74.9016,5.92058
2019-03-27-11:11:24,23.9141,97.2699,74.9016,5.92058
2019-03-27-11:11:25,23.9141,96.8224,74.6993,5.92058
2019-03-27-11:11:26,23.9141,97.3581,75.1757,5.92058
2019-03-27-11:11:27,23.9141,97.0737,74.6935,5.92058
2019-03-27-11:11:28,23.9141,97.3595,75.1533,5.92058
2019-03-27-11:11:29,23.9141,96.8636,74.7323,5.92058
2019-03-27-11:11:30,23.9141,97.2514,74.7323,5.92058
2019-03-27-11:11:31,23.9141,97.048,74.8713,5.92058
2019-03-27-11:11:32,23.9141,97.2245,74.7368,5.92058
2019-03-27-11:11:33,23.9141,97.3963,74.8776,5.92058
2019-03-27-11:11:34,23.9141,97.1589,74.7236,5.92058
2019-03-27-11:11:35,23.9141,97.3261,74.7236,5.92058
2019-03-27-11:11:36,23.9141,96.8024,74.7236,5.92058
2019-03-27-11:11:37,23.9141,97.2628,74.918,5.92058
2019-03-27-11:11:38,23.9141,97.0409,74.918,5.92058
2019-03-27-11:11:39,23.9141,97.4061,74.7982,5.92058
2019-03-27-11:11:40,23.9141,97.3002,74.7982,5.92058
2019-03-27-11:11:41,23.9141,97.3002,74.929,5.92058
2019-03-27-11:11:42,23.9141,96.8986,74.784,5.92058
2019-03-27-11:11:43,23.9141,97.3995,74.784,5.92058
2019-03-27-11:11:44,23.9141,97.2808,74.9376,5.92058
2019-03-27-11:11:45,23.9141,97.4501,74.9376,5.92058
2019-03-27-11:11:46,23.9141,97.257,74.9376,5.92058
2019-03-27-11:11:47,23.9141,96.8872,74.6769,5.92058
2019-03-27-11:11:48,23.9141,97.32,74.889,5.92058
2019-03-27-11:11:49,23.9141,96.873,74.889,5.92058
2019-03-27-11:11:50,23.9141,97.4872,74.889,5.92058
2019-03-27-11:11:51,23.9141,96.9651,74.889,5.92058
2019-03-27-11:11:52,23.9141,97.2206,74.889,5.92058
2019-03-27-11:11:53,23.9141,97.2206,74.889,5.92058
2019-03-27-11:11:54,23.9141,97.2206,74.7255,5.92058
2019-03-27-11:11:55,23.9141,97.2206,74.7255,5.92058
2019-03-27-11:11:56,23.9141,97.0665,74.9082,5.92058
2019-03-27-11:11:57,23.9141,97.2735,74.7438,5.92058
2019-03-27-11:11:58,23.9141,97.2735,74.8492,5.92058
2019-03-27-11:11:59,23.9141,97.2735,74.8492,5.92058
2019-03-27-11:12:00,23.9141,97.2735,74.6996,5.92058
2019-03-27-11:12:01,23.9141,97.2735,74.9485,5.92058
2019-03-27-11:12:02,23.9141,96.9566,74.6986,5.92058
2019-03-27-11:12:03,23.9141,97.3089,74.8747,5.92058
2019-03-27-11:12:04,23.9141,97.3089,74.7122,5.92058
2019-03-27-11:12:05,23.9141,97.3089,74.7122,5.92058
2019-03-27-11:12:06,23.9141,97.3089,74.7122,5.92058
2019-03-27-11:12:07,23.9141,97.3089,74.7122,5.92058
2019-03-27-11:12:08,23.9141,97.3089,74.7122,5.92058
2019-03-27-11:12:09,23.9141,97.1462,74.7122,5.92058
2019-03-27-11:12:10,23.9141,97.3733,74.8199,5.92058
2019-03-27-11:12:11,23.9141,97.1759,74.6351,5.92058
2019-03-27-11:12:12,23.9141,97.3024,74.757,5.92058
2019-03-27-11:12:13,23.9141,96.9199,74.757,5.92058
2019-03-27-11:12:14,23.9141,97.496,74.757,5.92058
2019-03-27-11:12:15,23.9141,97.3631,74.757,5.92058
2019-03-27-11:12:16,23.9141,97.2166,74.757,5.92058
2019-03-27-11:12:17,23.9141,97.2166,74.757,5.92058
2019-03-27-11:12:18,23.9141,97.2166,74.757,5.92058
2019-03-27-11:12:19,23.9141,97.2166,74.757,5.92058
2019-03-27-11:12:20,23.9141,97.2166,74.757,5.92058
2019-03-27-11:12:21,23.9141,97.2166,74.8637,5.92058
2019-03-27-11:12:22,23.9141,96.8095,74.68,5.92058
2019-03-27-11:12:23,23.9141,97.2783,74.8434,5.92058
2019-03-27-11:12:24,23.9141,96.8301,74.8434,5.92058
2019-03-27-11:12:25,23.9141,97.3486,75.1441,5.92058
2019-03-27-11:12:26,23.9141,96.8013,75.1441,5.92058
2019-03-27-11:12:27,23.9141,97.3163,75.1441,5.92058
2019-03-27-11:12:28,23.9141,96.9656,74.8062,5.92058
2019-03-27-11:12:29,23.9141,97.1594,74.7001,5.92058
2019-03-27-11:12:30,23.9141,97.1594,74.9003,5.92058
2019-03-27-11:12:31,23.9141,97.1594,74.9003,5.92058
2019-03-27-11:12:32,23.9141,97.3383,75.0684,5.92058
2019-03-27-11:12:33,23.9141,97.1758,74.7103,5.92058
2019-03-27-11:12:34,23.9141,97.1758,74.7103,5.92058
2019-03-27-11:12:35,23.9141,97.1758,74.7103,5.92058
2019-03-27-11:12:36,23.9141,97.2889,74.8463,5.92058
2019-03-27-11:12:37,23.9141,97.0657,74.8463,5.92058
2019-03-27-11:12:38,23.9141,97.2645,74.8463,5.92058
2019-03-27-11:12:39,23.9141,96.8667,74.7025,5.92058
2019-03-27-11:12:40,23.9141,97.0827,74.7025,5.92058
2019-03-27-11:12:41,23.9141,97.0827,74.8644,5.92058
2019-03-27-11:12:42,23.9141,97.215,74.8644,5.92058
2019-03-27-11:12:43,23.9141,97.215,74.8644,5.92058
2019-03-27-11:12:44,23.9141,97.215,74.8644,5.92058
2019-03-27-11:12:45,23.9141,97.215,74.8644,5.92058
2019-03-27-11:12:46,23.9141,97.215,74.8644,5.92058
2019-03-27-11:12:47,23.9141,96.8712,74.6989,5.92058
2019-03-27-11:12:48,23.9141,97.4479,74.8004,5.92058
2019-03-27-11:12:49,23.9141,97.1261,74.8004,5.92058
2019-03-27-11:12:50,23.9141,97.4658,74.8004,5.92058
2019-03-27-11:12:51,23.9141,97.118,74.8004,5.92058
2019-03-27-11:12:52,23.9141,97.5134,74.8004,5.92058
2019-03-27-11:12:53,23.9141,97.2133,74.8004,5.92058
2019-03-27-11:12:54,23.9141,96.8484,74.6959,5.92058
2019-03-27-11:12:55,24.0508,97.5137,74.6959,5.92058
2019-03-27-11:12:56,24.0508,96.7963,74.6959,5.92058
2019-03-27-11:12:57,23.9141,97.4917,74.8894,5.92058
2019-03-27-11:12:58,23.9141,97.1506,74.784,5.92058
2019-03-27-11:12:59,23.9141,97.1506,74.784,5.92058
2019-03-27-11:13:00,23.9141,97.1506,74.784,5.92058
2019-03-27-11:13:01,23.9141,97.2965,74.784,5.92058
2019-03-27-11:13:02,23.9141,97.0562,74.784,5.92058
2019-03-27-11:13:03,23.9141,97.2805,74.784,5.92058
2019-03-27-11:13:04,23.9141,97.2805,74.784,5.92058
2019-03-27-11:13:05,23.9141,97.4353,74.784,5.92058
2019-03-27-11:13:06,23.9141,97.2478,74.784,5.92058
2019-03-27-11:13:07,23.9141,97.2478,74.784,5.92058
2019-03-27-11:13:08,23.9141,97.2478,74.784,5.92058
2019-03-27-11:13:09,23.9141,96.9963,74.784,5.92058
2019-03-27-11:13:10,23.9141,97.3163,74.784,5.92058
2019-03-27-11:13:11,23.9141,96.9182,74.6784,5.92058
2019-03-27-11:13:12,23.9141,97.3731,74.6784,5.92058
2019-03-27-11:13:13,23.9141,96.9258,74.7978,5.92058
2019-03-27-11:13:14,23.9141,97.2423,74.7978,5.92058
2019-03-27-11:13:15,23.9141,97.0052,74.7978,5.92058
2019-03-27-11:13:16,23.9141,97.2687,74.7978,5.92058
2019-03-27-11:13:17,23.9141,97.0223,74.7978,5.92058
2019-03-27-11:13:18,23.9141,97.3218,74.7978,5.92058
2019-03-27-11:13:19,23.9141,97.3218,74.7978,5.92058
2019-03-27-11:13:20,23.9141,97.0622,74.7978,5.92058
2019-03-27-11:13:21,23.9141,97.5294,74.7978,5.92058
2019-03-27-11:13:22,23.9141,96.8369,74.7978,5.92058
2019-03-27-11:13:23,23.9141,97.2588,74.7978,5.92058
2019-03-27-11:13:24,23.9141,96.9871,74.6821,5.92058
2019-03-27-11:13:25,23.9141,97.3842,74.961,5.92058
2019-03-27-11:13:26,23.9141,96.9272,74.7194,5.92058
2019-03-27-11:13:27,23.9141,97.2769,74.7194,5.92058
2019-03-27-11:13:28,23.9141,96.9298,74.5971,5.92058
2019-03-27-11:13:29,23.9141,97.2225,74.7006,5.92058
2019-03-27-11:13:30,23.9141,96.9897,74.9151,5.92058
2019-03-27-11:13:31,23.9141,96.8383,74.7087,5.92058
2019-03-27-11:13:32,23.9141,97.3782,74.8967,5.92058
2019-03-27-11:13:33,23.9141,96.8334,74.6158,5.92058
2019-03-27-11:13:34,23.9141,97.2687,74.7314,5.92058
2019-03-27-11:13:35,23.9141,96.8692,74.865,5.92058
2019-03-27-11:13:36,23.9141,97.2541,74.7013,5.92058
2019-03-27-11:13:37,23.9141,97.2541,74.8511,5.92058
2019-03-27-11:13:38,23.9141,97.2541,74.7387,5.92058
2019-03-27-11:13:39,23.9141,96.8348,74.7387,5.92058
2019-03-27-11:13:40,23.9141,97.3808,74.7387,5.92058
2019-03-27-11:13:41,23.9141,97.0938,74.7387,5.92058
2019-03-27-11:13:42,23.9141,97.2799,74.7387,5.92058
2019-03-27-11:13:43,23.9141,96.9824,74.7387,5.92058
2019-03-27-11:13:44,23.9141,96.8786,74.7387,5.92058
2019-03-27-11:13:45,23.9141,97.2782,74.8415,5.92058
2019-03-27-11:13:46,23.9141,96.8945,74.6823,5.92058
2019-03-27-11:13:47,23.9141,97.37,74.8416,5.92058
2019-03-27-11:13:48,23.9141,96.82,74.5409,5.92058
2019-03-27-11:13:49,23.9141,97.454,74.7677,5.92058
2019-03-27-11:13:50,23.9141,97.1743,74.7677,5.92058
2019-03-27-11:13:51,23.9141,97.1743,74.7677,5.92058
2019-03-27-11:13:52,23.9141,97.0154,74.7677,5.92058
2019-03-27-11:13:53,23.9141,97.2041,74.7677,5.92058
2019-03-27-11:13:54,23.9141,97.2041,74.7677,5.92058
2019-03-27-11:13:55,23.9141,97.0268,74.9147,5.92058
2019-03-27-11:13:56,23.9141,97.2304,74.7145,5.92058
